CUST_TYPE,C_FIRST_NM,C_MDL_NM,C_LAST_NM,C_GENDER,C_BIRTHDT,C_AGE,C_MARITAL,C_INCOME,C_SRC_CHNL,C_PREF_CHNL,C_CUST_STATUS,C_CUST_LFCYCL,C_EMP_STATUS,C_CRD_RTNG,C_ORG,C_OWN,C_ANN_REV,C_CITY,C_POSTAL,C_STATE,C_COUNTRY,CUST_CODE,C_INCOMEGRP
Corporate,Anjali,,Jamwal,Male,22-Dec-76,29,Married,387266.1544,Direct Mailer,Web,Dormant,Attrition,Unemployed,3,Deccan Gold Mines Limited,,1190670.48,Mumbai,400007,Maharashtra,India,112,"3,00,000PA to 4,00,000PA"
Individual,Shaida,Esmail,Kadwani,Male,01-Oct-66,39,Single,274863.4896,Direct Mailer,Web,Active,Mature,Employed,8,Kothari Sugars & Chemicals,,1356636.886,Ahmedabad,215008,Gujarat,India,113,"2,00,000PA to 3,00,000PA"
NRI,Joseph,C,R,Male,24-Jul-77,28,Single,465174.8294,SMS,Telephone,Inactive,Acquired,Employed,9,·Bihar Caustic and Chemicals,,1344582.828,Surat,210012,Gujarat,India,114,"4,00,000PA to 5,00,000PA"
Individual,Kamakshi,,Narayan,Female,18-Nov-70,35,Single,157417.5386,Direct Mailer,Web,Active,Mature,Employed,1,Mafatlal Industries Limited,,1086224.038,Surat,210030,Gujarat,India,115,"1,00,000PA to 2,00,000PA"
Corporate,Kamlesh,Kishin,Amesur,Male,10-Sep-70,35,Married,300341.9365,Direct Mailer,Web,Active,Mature,Unemployed,4,Overseas Sanmar Financial Limited,,1487388.817,Baroda,213013,Gujarat,India,116,"3,00,000PA to 4,00,000PA"
NRI,Amitabh,,Sinha,Male,10-Aug-70,35,Single,269908.0585,Direct Mailer,Web,Inactive,Acquired,Self Employed,9,Odyssey Corporation Limited,Public,1289437.37,Pune,200009,Maharashtra,India,117,"2,00,000PA to 3,00,000PA"
Corporate,Babu,,Vaidyanathan,Male,11-Sep-71,34,Single,154168.7599,Direct Mailer,Web,Active,Mature,Employed,5,Synergy Multibase Limited,,1013914.873,Ahmedabad,215001,Gujarat,India,118,"1,00,000PA to 2,00,000PA"
Individual,Moiez,,Ajmerwala,Male,29-May-69,36,Single,487434.3274,Direct Mailer,Web,Dormant,Prospect,Employed,9,Senbo Industries Limited,,1210889.969,Mumbai,400052,Maharashtra,India,119,"4,00,000PA to 5,00,000PA"
NRI,Anil,,Nath,Female,09-Aug-65,40,Married,303495.9049,Email,SMS,Inactive,Attrition,Unemployed,4,Rane Brake Linings Limited,,1165407.541,Pune,200097,Maharashtra,India,120,"3,00,000PA to 4,00,000PA"
Individual,A,V,Nerurkar,Male,30-Jun-65,40,Single,237734.6419,Direct Mailer,Web,Active,Mature,Employed,9,Jyoti Structures Limited,,1046107.329,Bangalore,110007,Karnataka,India,121,"2,00,000PA to 3,00,000PA"
Corporate,Usha,,Krishnan,Male,22-Nov-68,37,Single,165754.9704,Direct Mailer,Web,Active,Mature,Employed,1,Shree Pacetronix Limited,,1061904.695,Ahmedabad,215001,Gujarat,India,122,"1,00,000PA to 2,00,000PA"
NRI,Nikita,,Dhadwal,Male,23-May-70,35,Single,335781.1519,Direct Mailer,Web,Inactive,Acquired,Employed,6,Jamshri Ranjitsinghji Spg & Wvg Mill Company Limit,,1433338.388,Baroda,213050,Gujarat,India,123,"3,00,000PA to 4,00,000PA"
Corporate,Dilip,Punaji,Zanke,Male,23-Jan-68,37,Married,127141.4818,Direct Mailer,Web,Active,Mature,Unemployed,1,Solectron Centum Electronics Limited,,1171128.026,Baroda,213013,Gujarat,India,124,"1,00,000PA to 2,00,000PA"
Individual,K,P,S,Female,24-Apr-78,27,Single,202826.6235,Direct Mailer,Web,Active,Mature,Employed,1,Medicamen Biotech Limited,,1311082.133,Surat,210030,Gujarat,India,125,"2,00,000PA to 3,00,000PA"
NRI,Steve,Anthony,Francis,Male,28-Apr-69,36,Single,318540.1566,SMS,Telephone,Dormant,Prospect,Self Employed,2,Gujarat Toolroom Limited,Private,1216894.934,Mumbai,400001,Maharashtra,India,126,"3,00,000PA to 4,00,000PA"
Individual,Hanumant,,Bangar,Male,29-Nov-68,37,Single,184331.2499,Direct Mailer,Web,Active,Mature,Employed,3,Super Bakers (India) Limited,,1151643.14,Ahmedabad,215008,Gujarat,India,127,"1,00,000PA to 2,00,000PA"
Corporate,Laxmi,,Dhoot,Male,17-Nov-79,26,Married,195526.2375,Direct Mailer,Web,Active,Attrition,Unemployed,1,Indo National Limited,,1305818.626,Mumbai,400007,Maharashtra,India,128,"1,00,000PA to 2,00,000PA"
NRI,S,C,Agrawal,Male,26-Jan-72,33,Single,302642.4094,Direct Mailer,Web,Inactive,Acquired,Employed,1,Punjab Alkalies & Chemicals Limited,,1445715.246,Baroda,213050,Gujarat,India,129,"3,00,000PA to 4,00,000PA"
Corporate,Aftab,Abdul,Gaffar,Female,29-Jun-67,38,Single,336295.0244,Direct Mailer,Web,Active,Mature,Employed,2,·Bharat Starch Industries,,1248482.771,Pune,200009,Maharashtra,India,130,"3,00,000PA to 4,00,000PA"
Individual,Rishi,,Jain,Male,10-Jan-70,35,Single,389712.4309,Direct Mailer,Web,Active,Mature,Employed,8,Amradeep Industries Limited,,1342736.198,Ahmedabad,215008,Gujarat,India,131,"3,00,000PA to 4,00,000PA"
NRI,Usha,,Rajshekhar,Male,05-Aug-68,37,Married,119457.501,SMS,Telephone,Inactive,Acquired,Unemployed,4,Leafin India Limited,,1030618.521,Bangalore,110001,Karnataka,India,132,"1,00,000PA to 2,00,000PA"
Individual,Poonam,,Rohira,Male,01-Jan-69,36,Single,354546.9932,Direct Mailer,Web,Dormant,Prospect,Employed,3,·Birla Capital And Finance,,1137828.086,Mangalore,130009,Karnataka,India,133,"3,00,000PA to 4,00,000PA"
Corporate,Vijai,Laxmi,Singh,Male,03-Jun-66,39,Single,297779.7932,Direct Mailer,Web,Active,Mature,Employed,5,·Brothers Computers & Software (I) Ltd,,1323519.985,Ahmedabad,215001,Gujarat,India,134,"2,00,000PA to 3,00,000PA"
NRI,Rohit,,Behl,Female,18-Dec-71,34,Single,468765.779,Direct Mailer,Web,Inactive,Acquired,Self Employed,4,·Wyeth,Public,1486308.862,Pune,200097,Maharashtra,India,135,"4,00,000PA to 5,00,000PA"
Corporate,Viswanath,,Krishnan,Male,25-Apr-79,26,Married,450390.8546,Direct Mailer,Web,Active,Attrition,Unemployed,6,Qpro Infotech Limited,,1336492.09,Mumbai,400052,Maharashtra,India,136,"4,00,000PA to 5,00,000PA"
Individual,Usha,,Jagota,Male,26-Feb-68,37,Single,463582.3088,Direct Mailer,Web,Active,Mature,Employed,5,Sriman Petrochemicals Limited,,1432507.015,Ahmedabad,215008,Gujarat,India,137,"4,00,000PA to 5,00,000PA"
NRI,Rohit,B,Gupta,Male,15-Mar-65,40,Single,445332.1893,SMS,Telephone,Inactive,Acquired,Employed,2,Shriram Asset Management Company Limited,,1292709.416,Surat,210012,Gujarat,India,138,"4,00,000PA to 5,00,000PA"
Individual,Bhoomitra,,Gupta,Male,27-Oct-68,37,Single,260622.1043,Direct Mailer,Web,Active,Mature,Employed,5,Hindustan Flurocarbons Limited,,1052516.045,Ahmedabad,215008,Gujarat,India,139,"2,00,000PA to 3,00,000PA"
Corporate,Jayesh,,Jani,Female,24-Feb-70,35,Married,327621.42,Direct Mailer,Web,Dormant,Prospect,Unemployed,8,Steelcast Limited,,1102477.608,Pune,200098,Maharashtra,India,140,"3,00,000PA to 4,00,000PA"
NRI,Mahalakshmi,,Pradeep,Male,12-Jan-79,26,Single,414061.9006,Direct Mailer,Web,Inactive,Acquired,Employed,5,Steelcast Limited,,1188331.923,Baroda,213050,Gujarat,India,141,"4,00,000PA to 5,00,000PA"
Corporate,Mani,,Agarwal,Male,17-Oct-76,29,Single,372159.9042,Direct Mailer,Web,Active,Mature,Employed,8,Kunststoffe Industries Limited,,1112164.842,Ahmedabad,215001,Gujarat,India,142,"3,00,000PA to 4,00,000PA"
Individual,Rekha,,Bhimani,Male,14-Sep-72,33,Single,263750.7149,Direct Mailer,Web,Active,Mature,Employed,6,Electrolux Kelvinator Limited,,1356928.033,Pune,200009,Maharashtra,India,143,"2,00,000PA to 3,00,000PA"
NRI,Geeta,Mary,Jacob,Male,24-Oct-77,28,Married,447730.8005,SMS,Telephone,Inactive,Attrition,Self Employed,6,Electrolux Kelvinator Limited,Private,1267547.062,Mumbai,400001,Maharashtra,India,144,"4,00,000PA to 5,00,000PA"
Individual,Vinay,Digambar,Kulkarni,Female,03-Jun-69,36,Single,462584.1003,Direct Mailer,Web,Active,Mature,Employed,6,Superior Sox Limited,,1124414.538,Surat,210030,Gujarat,India,145,"4,00,000PA to 5,00,000PA"
Corporate,Sangeeta,,Agrawal,Male,03-May-74,31,Single,348024.0495,Direct Mailer,Web,Active,Mature,Employed,3,Ansal Buildwell Limited,,1427928.189,Ahmedabad,215001,Gujarat,India,146,"3,00,000PA to 4,00,000PA"
NRI,Jyoti,B,Gandhi,Male,05-Apr-74,31,Single,378523.1269,Direct Mailer,Web,Dormant,Prospect,Employed,3,Panacea Biotec Limited,,1038272.898,Mangalore,130009,Karnataka,India,147,"3,00,000PA to 4,00,000PA"
Corporate,Krishna,Kumar,Choudhary,Male,19-May-77,28,Married,391483.5494,Direct Mailer,Web,Active,Mature,Unemployed,8,Chhattisgarh Industries Limited,,1212686.293,Baroda,213013,Gujarat,India,148,"3,00,000PA to 4,00,000PA"
Individual,Ramniklal,V,Pabari,Male,25-Jun-78,27,Single,435722.1294,Direct Mailer,Web,Active,Mature,Employed,2,Rajendra Mechanical Industries Limited,,1033724.919,Ahmedabad,215008,Gujarat,India,149,"4,00,000PA to 5,00,000PA"
NRI,Rekha,,Desai,Female,20-Mar-73,32,Single,339912.7909,Fax,Direct Mailer,Inactive,Acquired,Employed,6,Dina Iron & Steel Limited,,1177815.344,Pune,200097,Maharashtra,India,150,"3,00,000PA to 4,00,000PA"
Individual,Prabhakar,Ganpat,Uparkar,Male,06-Apr-73,32,Single,455126.7164,Direct Mailer,Web,Active,Mature,Employed,4,HEM Holdings & Trading Limited,,1261972.862,Ahmedabad,215008,Gujarat,India,151,"4,00,000PA to 5,00,000PA"
Corporate,Gauresh,,Adwalpalkar,Male,16-Sep-73,32,Married,127725.7621,Direct Mailer,Web,Active,Attrition,Unemployed,8,·Birla Capital And Finance,,1240462.119,Mangalore,130040,Karnataka,India,152,"1,00,000PA to 2,00,000PA"
NRI,Ajay,Kumar,Khare,Male,17-May-71,34,Single,331969.6422,Direct Mailer,Web,Inactive,Acquired,Self Employed,2,I K F Finance & Investments Limited,Public,1289007.323,Mumbai,400052,Maharashtra,India,153,"3,00,000PA to 4,00,000PA"
Corporate,Nayna,R,Jatakia,Male,10-Feb-77,28,Single,460941.9962,Direct Mailer,Web,Dormant,Prospect,Employed,8,Standard Medical & Pharmaceuticals Limited,,1101204.185,Pune,200098,Maharashtra,India,154,"4,00,000PA to 5,00,000PA"
Individual,Girish,M,Jatakia,Female,18-May-65,40,Single,295489.0736,Direct Mailer,Web,Active,Mature,Employed,4,Zyden Gentec Limited,,1169155.555,Surat,210030,Gujarat,India,155,"2,00,000PA to 3,00,000PA"
NRI,Vijay,Jaykishore,Daru,Male,04-Sep-68,37,Married,480396.2504,SMS,Telephone,Inactive,Acquired,Unemployed,8,Nahar Spinning Mills Limited,,1492430.277,Pune,200009,Maharashtra,India,156,"4,00,000PA to 5,00,000PA"
Individual,Jimmy,B,Garda,Male,08-Jun-67,38,Single,117014.2394,Direct Mailer,Web,Active,Mature,Employed,2,Apple Credit Corporation Limited,,1322579.763,Ahmedabad,215008,Gujarat,India,157,"1,00,000PA to 2,00,000PA"
Corporate,Ronak,J,Shah,Male,11-Dec-78,27,Single,431615.0378,Direct Mailer,Web,Active,Mature,Employed,8,·Blossom Breweries,,1122910.239,Ahmedabad,215001,Gujarat,India,158,"4,00,000PA to 5,00,000PA"
NRI,Vivek,,Arora,Male,18-Jul-79,26,Single,350788.241,Direct Mailer,Web,Inactive,Acquired,Employed,2,M Y M Technologies Limited,,1046639.477,Baroda,213050,Gujarat,India,159,"3,00,000PA to 4,00,000PA"
Corporate,Indu,,Bhuta,Female,01-May-68,37,Married,150890.8693,Direct Mailer,Web,Active,Attrition,Unemployed,2,India Sugars & Refineries Limited,,1055838.254,Mumbai,400007,Maharashtra,India,160,"1,00,000PA to 2,00,000PA"
Individual,Nimesh,,Shah,Male,19-Jan-78,27,Single,132556.6378,Direct Mailer,Web,Dormant,Prospect,Employed,8,·IT Microsystems,,1357176.804,Mangalore,130009,Karnataka,India,161,"1,00,000PA to 2,00,000PA"
NRI,Jayshree,,Savla,Male,15-Mar-76,29,Single,306829.6474,SMS,Telephone,Inactive,Acquired,Self Employed,5,Lalphul Investments Limited,Private,1395124.212,Mumbai,400001,Maharashtra,India,162,"3,00,000PA to 4,00,000PA"
Individual,Dhaval,Dagli,Minor,Male,03-Dec-71,34,Single,425191.875,Direct Mailer,Web,Active,Mature,Employed,7,Kothari Sugars & Chemicals,,1073126.086,Ahmedabad,215008,Gujarat,India,163,"4,00,000PA to 5,00,000PA"
Corporate,Sangeeta,,Shah,Male,22-Aug-78,27,Married,167082.8812,Direct Mailer,Web,Active,Mature,Unemployed,5,Rhone-Poulenc (India) Limited,,1218913.39,Baroda,213013,Gujarat,India,164,"1,00,000PA to 2,00,000PA"
NRI,Manesh,,Parekh,Female,08-Jan-68,37,Single,355385.4428,Direct Mailer,Web,Inactive,Acquired,Employed,4,Tinna Overseas Limited,,1489666.985,Pune,200097,Maharashtra,India,165,"3,00,000PA to 4,00,000PA"
Corporate,Rajen,,Dagli,Male,31-Jan-76,29,Single,310618.4037,Direct Mailer,Web,Active,Mature,Employed,7,Consortex Karl Doelitzch (India) Limited,,1346804.035,Ahmedabad,215001,Gujarat,India,166,"3,00,000PA to 4,00,000PA"
Individual,Subhash,,Samant,Male,05-Mar-71,34,Single,302334.6585,Direct Mailer,Web,Active,Mature,Employed,9,·Brothers Computers & Software (I) Ltd,,1451458.416,Ahmedabad,215008,Gujarat,India,167,"3,00,000PA to 4,00,000PA"
NRI,Sandhya,,Shah,Male,31-Mar-75,30,Married,423525.3138,SMS,Telephone,Dormant,Attrition,Unemployed,9,Shaan Interwell (India) Limited,,1304640.889,Pune,200098,Maharashtra,India,168,"4,00,000PA to 5,00,000PA"
Individual,Smita,R,Ghugare,Male,16-Mar-79,26,Single,458425.7662,Direct Mailer,Web,Active,Mature,Employed,5,Gujarat Toolroom Limited,,1353854.223,Pune,200009,Maharashtra,India,169,"4,00,000PA to 5,00,000PA"
Corporate,Rajul,,Doshi,Female,27-Feb-79,26,Single,233806.111,Direct Mailer,Web,Active,Mature,Employed,1,·IT Microsystems,,1123170.458,Mumbai,400052,Maharashtra,India,170,"2,00,000PA to 3,00,000PA"
NRI,Anthony,N,Vaz,Male,11-Aug-66,39,Single,383804.1137,Direct Mailer,Web,Inactive,Acquired,Self Employed,4,Spectra Industries Limited,Public,1312792.171,Mysore,130010,Karnataka,India,171,"3,00,000PA to 4,00,000PA"
Corporate,Amar,,Sharma,Male,20-Sep-66,39,Married,370094.0184,Direct Mailer,Web,Active,Mature,Unemployed,6,Avery India Limited,,1009937.633,Baroda,213013,Gujarat,India,172,"3,00,000PA to 4,00,000PA"
Individual,Kirit,,Vora,Male,23-May-69,36,Single,361088.155,Direct Mailer,Web,Active,Mature,Employed,4,Parke-Davis (India) Limited,,1101189.346,Ahmedabad,215008,Gujarat,India,173,"3,00,000PA to 4,00,000PA"
NRI,Pravina,,Vora,Male,01-Oct-70,35,Single,144648.1224,SMS,Telephone,Inactive,Acquired,Employed,2,Praveen Properties Limited,,1420607.992,Surat,210012,Gujarat,India,174,"1,00,000PA to 2,00,000PA"
Individual,Balmukund,D,Daga,Female,10-Aug-73,32,Single,320888.1703,Direct Mailer,Web,Dormant,Prospect,Employed,3,Aditya International Limited,,1249413.688,Mangalore,130009,Karnataka,India,175,"3,00,000PA to 4,00,000PA"
Corporate,Minaxi,,Topiwala,Male,29-Dec-69,36,Married,471351.5747,Direct Mailer,Web,Active,Attrition,Unemployed,3,Tata Iron & Steel Company Limited,,1321821.328,Mumbai,400007,Maharashtra,India,176,"4,00,000PA to 5,00,000PA"
NRI,Osborne,Alex,Pereira,Male,26-Jan-73,32,Single,292334.6207,Direct Mailer,Web,Inactive,Acquired,Employed,6,Q-Flex Cables Limited,,1121070.494,Baroda,213050,Gujarat,India,177,"2,00,000PA to 3,00,000PA"
Corporate,Vinod,Kumar,Baburao,Male,03-Sep-68,37,Single,477512.0242,Direct Mailer,Web,Active,Mature,Employed,4,Tata Chemicals Limited,,1306750.285,Ahmedabad,215001,Gujarat,India,178,"4,00,000PA to 5,00,000PA"
Individual,Ruta,Arun,Patil,Male,28-Apr-66,39,Single,425128.2654,Direct Mailer,Web,Active,Mature,Employed,5,Shriram Overseas Finance Limited,,1459309.494,Ahmedabad,215008,Gujarat,India,179,"4,00,000PA to 5,00,000PA"
NRI,Renu,,Maheshwari,Female,01-Apr-72,33,Married,206060.158,Email,SMS,Inactive,Acquired,Self Employed,2,Galaxy Agrico Exports Limited,Private,1446017.996,Mumbai,400001,Maharashtra,India,180,"2,00,000PA to 3,00,000PA"
Individual,Girija,,Suryanarayan,Male,15-Apr-71,34,Single,248792.0143,Direct Mailer,Web,Active,Mature,Employed,3,Glofame Cotspin Industries Limited,,1007687.423,Ahmedabad,215008,Gujarat,India,181,"2,00,000PA to 3,00,000PA"
Corporate,Shashikant,P,Nair,Male,17-Nov-69,36,Single,150476.8761,Direct Mailer,Web,Dormant,Prospect,Employed,2,Diamant Carbon & Graphite Products Limited,,1219392.592,Pune,200098,Maharashtra,India,182,"1,00,000PA to 2,00,000PA"
NRI,Deepak,Vashamji,Gangar,Male,19-Jul-67,38,Single,343616.7696,Direct Mailer,Web,Inactive,Acquired,Employed,7,Apple Credit Corporation Limited,,1005689.461,Baroda,213050,Gujarat,India,183,"3,00,000PA to 4,00,000PA"
Corporate,Nitu,,Rungta,Male,13-Mar-72,33,Married,342747.8048,Direct Mailer,Web,Active,Attrition,Unemployed,5,Shell Mercantile Corpn. Limited,,1454025.78,Mangalore,130040,Karnataka,India,184,"3,00,000PA to 4,00,000PA"
Individual,Jyoti,Deepak,Ramnathkar,Female,10-Jul-74,31,Single,384738.698,Direct Mailer,Web,Active,Mature,Employed,2,·Balwant Textiles Mills Ltd,,1191773.108,Surat,210030,Gujarat,India,185,"3,00,000PA to 4,00,000PA"
NRI,Kanan,H,Mehta,Male,14-Dec-75,30,Single,261562.2285,SMS,Telephone,Inactive,Acquired,Employed,5,Odyssey Corporation Limited,,1482303.611,Surat,210012,Gujarat,India,186,"2,00,000PA to 3,00,000PA"
Individual,Aijaz,Mohammed,Shaikh,Male,05-Nov-72,33,Single,281790.2894,Direct Mailer,Web,Active,Mature,Employed,1,Oswal Chemicals & Fertilizers Limited,,1184521.235,Mumbai,400052,Maharashtra,India,187,"2,00,000PA to 3,00,000PA"
Corporate,Shaikh,Ajaz,Ahmed,Male,18-Oct-68,37,Married,486196.3931,Direct Mailer,Web,Active,Mature,Unemployed,5,John Fowler (India) Limited,,1410079.193,Baroda,213013,Gujarat,India,188,"4,00,000PA to 5,00,000PA"
NRI,Nitin,,Jaiswal,Male,25-Nov-67,38,Single,143512.8587,Direct Mailer,Web,Dormant,Prospect,Self Employed,6,Futuristic Offshore Services and Chemicals Limited,Public,1204373.352,Mysore,130010,Karnataka,India,189,"1,00,000PA to 2,00,000PA"
Corporate,Parul,,Gada,Female,30-Jun-75,30,Single,100179.7184,Direct Mailer,Web,Active,Mature,Employed,2,Innovative Marine Foods Limited,,1365908.305,Mysore,110009,Karnataka,India,190,"1,00,000PA to 2,00,000PA"
Individual,Chetan,Chandulal,Shah,Male,03-Jul-69,36,Single,198107.2989,Direct Mailer,Web,Active,Mature,Employed,2,Om Sindhoori Capital Investments Limited,,1422459.431,Ahmedabad,215008,Gujarat,India,191,"1,00,000PA to 2,00,000PA"
NRI,Mini,,Kurien,Male,01-Apr-80,25,Married,467131.3085,SMS,Telephone,Inactive,Attrition,Unemployed,1,Lloyds Finance Limited,,1273238.248,Mumbai,400007,Maharashtra,India,192,"4,00,000PA to 5,00,000PA"
Individual,Ila,,Mehta,Male,19-May-65,40,Single,452270.4581,Direct Mailer,Web,Active,Mature,Employed,8,·BCL Financial Services,,1037593.889,Ahmedabad,215008,Gujarat,India,193,"4,00,000PA to 5,00,000PA"
Corporate,Atul,,Shah,Male,04-Nov-76,29,Single,235753.3579,Direct Mailer,Web,Active,Mature,Employed,5,Steelcast Limited,,1315341.529,Ahmedabad,215001,Gujarat,India,194,"2,00,000PA to 3,00,000PA"
NRI,Shailesh,,Honavar,Female,24-Jan-68,37,Single,410747.7408,Direct Mailer,Web,Inactive,Acquired,Employed,7,·Chembond Chemicals,,1250992.801,Pune,200097,Maharashtra,India,195,"4,00,000PA to 5,00,000PA"
Corporate,Archana,,Parekh,Male,21-Oct-78,27,Married,126628.9408,Direct Mailer,Web,Dormant,Prospect,Unemployed,6,Newton Engineering & Chemicals Limited,,1334071.259,Pune,200098,Maharashtra,India,196,"1,00,000PA to 2,00,000PA"
Individual,Pravin,Kantilal,Shah,Male,09-Oct-72,33,Single,385235.3097,Direct Mailer,Web,Active,Mature,Employed,6,Fine Plast Polymers Limited,,1218968.606,Ahmedabad,215008,Gujarat,India,197,"3,00,000PA to 4,00,000PA"
NRI,Impact,Engg,Marketing,Male,06-Aug-77,28,Single,479565.0687,SMS,Telephone,Inactive,Acquired,Self Employed,3,·Chambal Breweries and Distilleries,Private,1093734.852,Mumbai,400001,Maharashtra,India,198,"4,00,000PA to 5,00,000PA"
Individual,Jyotsana,V,Pabari,Male,19-Nov-66,39,Single,125980.3839,Direct Mailer,Web,Active,Mature,Employed,3,Salem Textiles Limited,,1409093.554,Ahmedabad,215008,Gujarat,India,199,"1,00,000PA to 2,00,000PA"
Corporate,Sudeep,,Jain,Female,19-Sep-68,37,Married,154684.5546,Direct Mailer,Web,Active,Attrition,Unemployed,6,·Bata India,,1098350.315,Mysore,110009,Karnataka,India,200,"1,00,000PA to 2,00,000PA"
NRI,Savitha,,Shetty,Male,10-Sep-80,25,Single,275493.502,Direct Mailer,Web,Inactive,Acquired,Employed,8,Raunaq Automotive Components Limited,,1207144.958,Baroda,213050,Gujarat,India,201,"2,00,000PA to 3,00,000PA"
Corporate,Komalam,,Ponnumani,Male,19-Mar-65,40,Single,346344.9902,Direct Mailer,Web,Active,Mature,Employed,5,GIVO Limited,,1094910.539,Ahmedabad,215001,Gujarat,India,202,"3,00,000PA to 4,00,000PA"
Individual,Kirankumar,,Jasani,Male,03-Mar-65,40,Single,348477.0154,Direct Mailer,Web,Dormant,Prospect,Employed,1,Paschim Petrochem Limited,,1106406.811,Mangalore,130009,Karnataka,India,203,"3,00,000PA to 4,00,000PA"
NRI,Sailesh,,Goyal,Male,31-Oct-66,39,Married,276811.6279,SMS,Telephone,Inactive,Acquired,Unemployed,4,Phoenix International Limited,,1197702.481,Mumbai,400052,Maharashtra,India,204,"2,00,000PA to 3,00,000PA"
Individual,Siddharth,,Modi,Female,13-Aug-65,40,Single,184462.1238,Direct Mailer,Web,Active,Mature,Employed,7,I C S A (India) Limited,,1418067.799,Surat,210030,Gujarat,India,205,"1,00,000PA to 2,00,000PA"
Corporate,Jannine,Nicholas,Fernz,Male,25-Nov-65,40,Single,251789.7035,Direct Mailer,Web,Active,Mature,Employed,8,Madras Aluminium Company Limited,,1029494.787,Ahmedabad,215001,Gujarat,India,206,"2,00,000PA to 3,00,000PA"
NRI,Dilip,,Dedhia,Male,18-Mar-65,40,Single,148140.6687,Direct Mailer,Web,Inactive,Acquired,Self Employed,2,Sharpscan & Prints Limited,Public,1218524.747,Mysore,130010,Karnataka,India,207,"1,00,000PA to 2,00,000PA"
Corporate,Bhaumik,Sanghvi,Minor,Male,22-Nov-72,33,Married,397591.7136,Direct Mailer,Web,Active,Attrition,Unemployed,7,Nagarjuna Construction Company,,1487763.373,Mumbai,400007,Maharashtra,India,208,"3,00,000PA to 4,00,000PA"
Individual,Harshal,,Vora,Male,08-Oct-77,28,Single,275236.0399,Direct Mailer,Web,Active,Mature,Employed,8,Sharpscan & Prints Limited,,1470155.383,Bangalore,110007,Karnataka,India,209,"2,00,000PA to 3,00,000PA"
NRI,Harshad,K,Mody,Female,02-Jun-79,26,Single,155325.6726,Fax,Direct Mailer,Dormant,Prospect,Employed,6,·Bharat Starch Industries,,1119244.496,Pune,200097,Maharashtra,India,210,"1,00,000PA to 2,00,000PA"
Individual,Rahul,,Soparawala,Male,20-Dec-72,33,Single,165983.8634,Direct Mailer,Web,Active,Mature,Employed,4,Jaipur Polyspin Limited,,1157363.56,Ahmedabad,215008,Gujarat,India,211,"1,00,000PA to 2,00,000PA"
Corporate,Bhavana,,Parekh,Male,22-Mar-66,39,Married,377201.7735,Direct Mailer,Web,Active,Mature,Unemployed,8,·Bhagwandas Auto Finance.,,1007233.818,Baroda,213013,Gujarat,India,212,"3,00,000PA to 4,00,000PA"
NRI,Bhanumati,,Parikh,Male,21-Aug-80,25,Single,214787.493,Direct Mailer,Web,Inactive,Acquired,Employed,4,N I I T Limited,,1314671.536,Baroda,213050,Gujarat,India,213,"2,00,000PA to 3,00,000PA"
Corporate,Sanjeev,,Malik,Male,15-Jun-79,26,Single,241539.0066,Direct Mailer,Web,Active,Mature,Employed,2,Onida Finance Limited,,1461959.387,Ahmedabad,215001,Gujarat,India,214,"2,00,000PA to 3,00,000PA"
